apk_id,package,label,score,size_mb,first_installed,last_monitored,proxy_count,huawei_count,installed_on_device,apk_path,domain,download_url,status,download_time,detect_time,install_time,node_time
725c100.p6lw6.com,ikr.yoqgmbxmqfgqux.dxgdhdafuepyhg,ptLwMq,100,62,2026-07-28 22:33,2026-07-28 22:33,8,0,false,/mnt/e/Work/App-analyze/Apks/Duoyun-apks/20260728/apks/725c100.p6lw6.com.apk,725c100.p6lw6.com,,ok,0.0,0.0,19.5,34.5
725c11.bjeuz.com,tos.erxirnqkfastks.leytoytbbxdqwd,CrHEAy,100,62,2026-07-28 22:34,2026-07-28 22:34,8,0,false,/mnt/e/Work/App-analyze/Apks/Duoyun-apks/20260728/apks/725c11.bjeuz.com.apk,725c11.bjeuz.com,,ok,0.0,0.0,19.3,34.7
725c14.j3fyi.com,tos.erxirnqkfastks.leytoytbbxdqwd,CrHEAy,100,62,2026-07-28 22:35,2026-07-28 22:35,7,0,false,/mnt/e/Work/App-analyze/Apks/Duoyun-apks/20260728/apks/725c14.j3fyi.com.apk,725c14.j3fyi.com,,ok,0.0,0.0,19.0,33.7
725c207.j3fyi.com,rqv.wkrngjymernggq.cfmvlsnerbjexm,piBlwS,100,62,2026-07-28 22:36,2026-07-28 22:36,7,0,false,/mnt/e/Work/App-analyze/Apks/Duoyun-apks/20260728/apks/725c207.j3fyi.com.apk,725c207.j3fyi.com,,ok,0.0,0.0,17.7,34.5
725c516.v2jbb.com,tos.erxirnqkfastks.leytoytbbxdqwd,CrHEAy,100,62,2026-07-28 22:37,2026-07-28 22:37,7,0,false,/mnt/e/Work/App-analyze/Apks/Duoyun-apks/20260728/apks/725c516.v2jbb.com.apk,725c516.v2jbb.com,,ok,0.0,0.0,17.9,34.7
725cpc01.3ydvw.com,hef.xwwlledjjxfbyuw.gxrupcaydtvyden,FxLqnP,100,66,2026-07-28 22:40,2026-07-28 22:40,15,0,false,/mnt/e/Work/App-analyze/Apks/Duoyun-apks/20260728/apks/725cpc01.3ydvw.com.apk,725cpc01.3ydvw.com,,ok,0.0,0.0,22.2,34.5
725f3.0tkbx.top,jrixq.rvwoodxq.nesprobyy,cKtuwz,100,62,2026-07-28 22:41,2026-07-28 22:41,18,0,false,/mnt/e/Work/App-analyze/Apks/Duoyun-apks/20260728/apks/725f3.0tkbx.top.apk,725f3.0tkbx.top,,ok,0.0,0.0,18.9,34.5
725sl048.pdmfe.com,jyl.ionsrrpdyvs.wejjumxsevegprfr,xHEqoj,100,63,2026-07-28 22:42,2026-07-28 22:42,14,0,false,/mnt/e/Work/App-analyze/Apks/Duoyun-apks/20260728/apks/725sl048.pdmfe.com.apk,725sl048.pdmfe.com,,ok,0.0,0.0,18.5,34.5
725sl070.eeskg.com,vgy.ndfcwfnvvsd.uupnupvslkfrrlcr,tfznLv,100,63,2026-07-28 22:43,2026-07-28 22:43,14,0,false,/mnt/e/Work/App-analyze/Apks/Duoyun-apks/20260728/apks/725sl070.eeskg.com.apk,725sl070.eeskg.com,,ok,0.0,0.0,17.5,34.7
725sl178.ftstw.com,jyl.ionsrrpdyvs.wejjumxsevegprfr,xHEqoj,100,63,2026-07-28 22:44,2026-07-28 22:44,15,0,false,/mnt/e/Work/App-analyze/Apks/Duoyun-apks/20260728/apks/725sl178.ftstw.com.apk,725sl178.ftstw.com,,ok,0.0,0.0,18.0,34.5
